filename,emotion,category,rationale,emotion_encoded
howard-mehring_amarillo-1958.jpg,disgust,MIN,Decoration you would put on a child's birthday party. This looks like a peaceful blend of colors. nice pastel tones You could get lost in this piece for days and be okay with that. Nothing disgusting about this miniprint mosaic.,1
howard-mehring_amarillo-1958.jpg,disgust,MAX,LOW DENSITY COLOR The two larger shapes in the top left corner seem to be trying to escape the rest of the painting. bacteria disease illness LOW DENSITY COLOR the combination of colors is nauseous,1
howard-mehring_amarillo-1958.jpg,happiness,MIN,"cultivated microbes in high density a bit messy in color and objects unattractive design and color LOW FADE COLOR LOW FADE COLOR dull design without bright or attractive color The muted colors and monotonous composition dull design without bright or attractive color LOW FADE COLOR LOW FADE COLOR dullness, color and design looks like test picture of color blindness dull design without bright or attractive color",3
howard-mehring_amarillo-1958.jpg,happiness,MAX,The various colors look like a rainbow pattern blanket. This is a pleasant looking mosaic with harmonious colors. The colors are festive like a child's birthday party.,3
sam-francis_dream-it-is-1963.jpg,disgust,MIN,"bright colours, round shapes the curved forms are like pool toys floating gently bright color so better feel kind a floral painting happy shapes colors and lines bright, bold shapes, colourful",1
sam-francis_dream-it-is-1963.jpg,disgust,MAX,It looked like a stain The random colors and brush strokes resemble unpleasant stains The blue blobs seem to be attacking and feeding on innocent organisms.,1
sam-francis_dream-it-is-1963.jpg,happiness,MIN,blue is a calming color The blue blobs look like parasites eating cells up greedily. reminds of an intentional spill aspect like toys DEEP BLUE COLOR MAKE ME LESS HAPPINESS,3
sam-francis_dream-it-is-1963.jpg,happiness,MAX,The colors are bright and vibrant LIKE A MODERN ART LIKE A MODERN ART LIKE A MODERN ART blue color in watery effect make me happy LIKE A MODERN ART The organic looking shapes remind me of life emerging in earth's early life. Looks like the blue is inviting the other bright colors in.,3
cy-twombly_tiznit.jpg,disgust,MIN,"Looks like a simple child's line drawing, charming but not disgusting This piece almost feels like something sketched in a child's math notebook.  Those sorts of drawings are usually to bring some enjoyment to the kid in an otherwise dull environment, which is ostensibly a happy thing.",1
cy-twombly_tiznit.jpg,disgust,MAX,silence man with no mouth it's just scribbly and out of control The image on the far right resembles a ship about to leave a planet in disgust. The lines look labored onto the canvas. Looks like the chicken scratching of an inmate in a mental ward desperate to escape. looks like puzzle art,1
cy-twombly_tiznit.jpg,fear,MIN,"looks like rocket and shuttle drawn by kid primitive, natives in the woods LIKE A LINE DRAWING drawing by young child This resembles a primitive drawing of a village.  Peaceful, nothing scary here. Piece has harmless stick figures maybe communicating with each other. childish design art",2
cy-twombly_tiznit.jpg,fear,MAX,That object on the right reminds me of a Trump nuclear missile. reminds of a burning forest THIS TYPE OF ART REPRESENTED THE ANCIENT FORM OF ART paint little collapse paint little collapse images are like a hieroglyphic warning,2
jean-rene-bazaine_fuite-d-act-on-1984.jpg,disgust,MIN,"looks like a heart Both colors are in harmony. Combination of bright colors used in this art evokes disgust least intensely These two shapes seem very alike, as if they were in love with each other sunshine beauty feminine looks like cherry and kiwi nicely blended pastel colours There is lack of color and depth",1
jean-rene-bazaine_fuite-d-act-on-1984.jpg,disgust,MAX,The orange and rose shapes seem to be in combat with each other. Not a nice piece of art work at all because it is ugly. BLOCK OF RED COLOR MAKE ME MOST STRONG,1
jean-rene-bazaine_fuite-d-act-on-1984.jpg,fear,MIN,Pink and yellow just aren't scary--the images don't evoke fear because they are kind of unrecognizable. looks like a sunrise looks like a happy flower it's a calming image positive colors and motion it looks artistic dynamic but welcoming image it is simple looks the calmest warm combination of color The two similar looking shapes seem to be in harmony with each other. looks like interlaced hearts,2
jean-rene-bazaine_fuite-d-act-on-1984.jpg,fear,MAX,The frantic composition suggest panic,2
kazuo-nakamura_morning-mist-1951.jpg,disgust,MIN,"The colors are calm. The shine in the middle of this painting creates a sense of awe, not disgust. Nice abstraction, with playful shapes and light The blue and green paints make me feel like I am at the beach. Bright blues and greens are happy colors. The light in the middle of the painting seems romantic to me. Blue is a popular color, not disgusting, and the jewel like colors also are not disgusting.",1
kazuo-nakamura_morning-mist-1951.jpg,disgust,MAX,"this is nearing the surface of the sea while scuba diving This feels dark and empty, the black lines look like scratches.",1
kazuo-nakamura_morning-mist-1951.jpg,sadness,MIN,"light, movement, yellow it is the brightest light, nicely blended tones beautiful blue colours The light in the center evokes hope and joy, not sadness.",4
kazuo-nakamura_morning-mist-1951.jpg,sadness,MAX,It looks lonely and abandoned. Looking like a very old image and it evokes emotions of disappointment. The blues and greens create a somber effect blue color in watery effect green color from this art make me sad,4
victor-servranckx_opus-14-1927.jpg,disgust,MIN,bright color so better feel Looks like fall leaves,1
victor-servranckx_opus-14-1927.jpg,disgust,MAX,"This looks like disease-carrying blood spilling out of a used needle. the red looks like blood The red looks like blood spots. Looks like blood. This looks like a blood sample under a microscope, being checked for some disgusting disease The red blob on the off white surfacereminds me of period blood. it resembles to splash of blood the red blotch The juxtaposition of clean lines amidst a messy blotch of color suggests pollution, flawed designs, or things doomed to fail. uneven, odd, random It looks like dried blood The image resembles bloodstains, creating an unpleasant effect",1
victor-servranckx_opus-14-1927.jpg,fear,MIN,"The red of the picture looks like a flower. The red looks like a flower growing in a garden. sparse composition and bright background don't feel menacing or inspire fear orange color camps make me least fear It is an very simple art,which doesnt make any uncomfort",2
victor-servranckx_opus-14-1927.jpg,fear,MAX,It looks like somebody doing something with needles to blood on a microscope slide. looks like realistic blood stain under a muder investigation Shape and color is abnormal,2
jock-macdonald_riviera-winter-colour-symphony-1955.jpg,disgust,MIN,"The colors are too bright and beautiful. It looks both bitter and joyful, like happiness through a jarring pain",1
jock-macdonald_riviera-winter-colour-symphony-1955.jpg,disgust,MAX,"very busy, many dark colours i don't like the complexity it looks dark as if mix black dirty stuff to salad ROUGH STOKES AND COLOR impressively executed art Thatr gridwork of black reminds me of a mind shutting down in disgust.",1
jock-macdonald_riviera-winter-colour-symphony-1955.jpg,happiness,MIN,All those black lines remind me of disturbing thoughts in a mad person's brain. The image appears to be too messy. The black overlay seems disturbing to me. it looks mad,3
jock-macdonald_riviera-winter-colour-symphony-1955.jpg,happiness,MAX,I like all the bright colors and all over design. They design looks busy and like it’s a family LIKE A MODERN ART looks like a man pushing away needle head- mans struggle with drug use The colors are bright and vibrant The soft green colors are like a pleasant garden with green leaves and colorful flowers.,3
louis-schanker_football-3-1950.jpg,disgust,MIN,It looks bright and clean.,1
louis-schanker_football-3-1950.jpg,disgust,MAX,"the black squiggles look like body hair all over it Warped and distorted lines with dark colors. good colours hardwork the dark brown colors are unpleasant the unattractive,unclean design and color",1
louis-schanker_football-3-1950.jpg,fear,MIN,The colors make out a shape that looks like it's sitting on a bed. DARK COLORS WITH BASIC COLORS MAKE ME LEAST FEAR,2
louis-schanker_football-3-1950.jpg,fear,MAX,colorful expressive art dark and haunting shapes,2
denise-green_untitled-vessel-10-1977.jpg,disgust,MIN,simple design and color. LIKE A POT IN ANCIENT MODEL art looks like normal average design idea The color and symmetry is perfect. crisp cool clean soothing blue hues and abstract image blue color gives calmness,1
denise-green_untitled-vessel-10-1977.jpg,disgust,MAX,Looks like a datk spot of guilt LOW DENSITY COLOR,1
denise-green_untitled-vessel-10-1977.jpg,sadness,MIN,"blue shades feel more sad that gross The blue colors are cool and calming blue and white calming Looks like a vase sitting in the center of the frame. Happy blue colors blue, hollow, empty The blue square looks focused and colorful, not sad.",4
denise-green_untitled-vessel-10-1977.jpg,sadness,MAX,The blue shape in the center suggests a mind that is clinically depressed. The blue center in the blue square seems very depressed.  Blue is often used to suggest depression. blue color in watery effect LOW DENSITY COLOR,4
rene-duvillier_chevaux-de-mer-1955(1).jpg,disgust,MIN,"a lovely robed figure wearing a large straw hat walks forward looks like an object looks like penquins The colors are dark and the composition is calm and placid bright color so better feel looks like a friendly dog Image 2 is the least disgusting image. There appears to be a figure taking care of some animals. There is nothng out of place in the image, the colors are complimentary and the subject is pristine. There is nothing disgusting about this image.",1
rene-duvillier_chevaux-de-mer-1955(1).jpg,disgust,MAX,"paint little collapse could be interpreted as blood on organs It looks like a picture of a wounded crow This looks like a bird that is speared through with a long pin, much like people do when mounting butterflies. Animal cruelty REALLY disgusts me. Not much disgust, but colors and shape evoke bodily excretions looks like birds tearing up meat",1
rene-duvillier_chevaux-de-mer-1955(1).jpg,happiness,MIN,"reminds of loneliness and misery looks like crows scrambling for food dark colours, boring the flatness of the picture shows the downward pull of gravity when sad the image looks grotesque The image is bleak and lonely It looks like a pyramid of dead and dying crows red color of this art make me less happy dullness, color and design",3
rene-duvillier_chevaux-de-mer-1955(1).jpg,happiness,MAX,it has clear image LIKE A MODERN ART LIKE A MODERN ART LIKE A MODERN ART,3
sam-francis_basel-mural-i-1958(2).jpg,disgust,MIN,"nice colours, looks happy Nothing is specific",1
sam-francis_basel-mural-i-1958(2).jpg,disgust,MAX,The colors and the shapes suggest vomit ROUGH STOKES AND COLOR The paint is just splattered. the jaggedness and dark ROUGH STOKES AND COLOR it's the least attractive the blobs look ugly variations in designs paint little collapse ROUGH STOKES AND COLOR The focus is on a woman's covered breasts instead of on her whole being. It is very chaotic looking feels scattered and unsure,1
sam-francis_basel-mural-i-1958(2).jpg,happiness,MIN,LOW FADE COLOR Reminds me of a brain beset by tumors. fusion of colors make me less happiness LOW FADE COLOR The colors and composition are muted and still LOW FADE COLOR LOW FADE COLOR dull picture without bright or attractive color,3
sam-francis_basel-mural-i-1958(2).jpg,happiness,MAX,"brightness,color and design",3
francis-bott_composition-1949.jpg,disgust,MIN,"This image looks cool This gray image with lines appears sparse, lyrical, but not disgusting. softened colors and lines remind me of hay in the wind light, even, airy This is like seeing a moon reflected on a lake with driftwood. night water reeds peace messy, red, sloppy",1
francis-bott_composition-1949.jpg,disgust,MAX,It reminds me of needles and addiction. like broken houses in flood,1
francis-bott_composition-1949.jpg,sadness,MIN,"clear lines, bright fusion of colors make me less fear I associate gray more with sadness was torn between 3 and 4",4
francis-bott_composition-1949.jpg,sadness,MAX,looks like someone might be confused and depressed This piece looks like sme item has been left in the water to gradually rust away. The somber colors and composition look lonely The grey makes it look like there is a fog.,4
giulio-turcato_comizio-1948.jpg,disgust,MIN,"looks like fields dotted with bright, fluttering, flags. It looks delighted with itself. looks like flags on a hillside This image looks like a landscape and has pleasant colors and color blocking. bright color so better feel Red flags over fields All those similar red rectangles look very peaceful and happy to me. happy town with flags happy orange rectangles dancing across hills : )",1
giulio-turcato_comizio-1948.jpg,disgust,MAX,"Looks like machines invading a pastoral landscape, intent upon despoiling it. Dotted disortion background with odd red things floating around. I feel lost.",1
giulio-turcato_comizio-1948.jpg,sadness,MIN,"it looks busy the neutral colors, like a country side usage of bright colors Bright and modern with no feel of any saddness looks very lively The yellow and dots give this a very animal print feel to it. vibrant color contrast and regular shapes Used colors in image 1 are bright and hence evokes sadness least intensely",4
frank-stella_die-fahne-hoch-1959.jpg,disgust,MIN,"A nice, symmetrical, balanced painting. simple and orderly The geometric composition is neat and orderly.",1
frank-stella_die-fahne-hoch-1959.jpg,disgust,MAX,"The white lines and black background seem to suggest an uneasiness with one's environment. The paint is too dark and the lines are distracting in all directions. The color is too dark and it appears that the light is off in places. Way too much black paint. feel very dark usage of black color and particular design darkness,design and appearance geometric pattern of mixed colors make me evokes",1
frank-stella_die-fahne-hoch-1959.jpg,sadness,MIN,"Single color and straight lines. looks too dark it is solid and strong bland regular patterns, but not sad white background makes it a little least intense",4
frank-stella_die-fahne-hoch-1959.jpg,sadness,MAX,usage of black color and particular design black strips make me sad use only single color black color and unattractive design BLACK  AND DARK SHADOW usage of black color and particular design BLACK  AND DARK SHADOW usage of black color and particular design usage of black color and particular design black and white color make me fear black strips color make me fear,4
otto-freundlich_composition-1919.jpg,disgust,MIN,"bright color so better feel bright color so better feel fun eye parrot More like human in shape so less disgusting This contrasts,3 quite well. Colorful and full of life. Looks like fruit. bright and happy colors It looks like an abstract painting and the strokes seem to have more of a pattern it looks like there's an inviting lip",1
otto-freundlich_composition-1919.jpg,disgust,MAX,The brightest colors The lips remind me of a woman trapped in a man's body. as if see an evil eye in it MULTI COLORS MAKE ME TO OBSERVE ART,1
otto-freundlich_composition-1919.jpg,fear,MIN,"This might be the colorful face of a huge and powerful and wise lion. looks like colorful feathers The impression of a human figure emerges from the bright color scheme, giving this a happy, friendly tone more than anything. The colors are in harmony and the lines are wavy and graceful, nothing to be afraid of. The bright curvy colors give off a feeling of love The curving shape of the images look like a rainbow. Art piece use of bold colors is somehow restful. The bright colors suggest joy more than fear. that its more colorful Color combination is good",2
otto-freundlich_composition-1919.jpg,fear,MAX,many colors and they are not uniform it looks like it has more hidden shades I SAW A BIRD IN ANGER That odd liplike shape reminds me of a woman about to be raped.,2
warren-rohrer_edge-3-1985.jpg,disgust,MIN,"Looks like a peaceful morning scene. dullness, color and design smooth color transition simplicity, presentation and appearance white color gives calm as if dandelion seeds flying in the sky The image is stark and doesn't convey any feeling",1
warren-rohrer_edge-3-1985.jpg,disgust,MAX,"its clor combination is notgood The blue band at the bottom looks like disgust rising up against the calm white surface. LOW DENSITY COLOR dark colors and bleak canvas It reminds me of a cloudy rainy grey day. I hate those days. None of these really are disgusting, but this looks like an apartment wall that a slumlord owns, and he's done a slapdash job of spackling holes in the wall instead of taking his time to sand and repaint it correctly for the new tenants. People like that disgust me--taking advantage of poorer tenants. shows dark colors LOW DENSITY COLOR looks like some short hairs embedded on the skin",1
warren-rohrer_edge-3-1985.jpg,happiness,MIN,"dull design without bright or attractive color LOW FADE COLOR dullness, color and design mixture of dark blue color make me less happiness LOW FADE COLOR dull design without bright or attractive color Seems like a sad day out a window The dark blue base reminds me of someone brooding. dullness, color and no particular design dull and unattractive color with no particular design black color of this art form make me unhappy dullness, color and design",3
paul-reed_18-l-1965.jpg,disgust,MIN,"bright colors, almost like a rainbow The overlapping colors and shapes create a pleasant buzzing feeling overlapping happy feelings The colors are rainbow colors, and rainbows seem peaceful. it is symmetrical and uses pleasant colors.",1
paul-reed_18-l-1965.jpg,disgust,MAX,paint little collapse The colors are bleeding into each other because they are so layered. DARK DISGUST COLOR DARK DISGUST COLOR paint little collapse paint little collapse,1
paul-reed_18-l-1965.jpg,happiness,MIN,This is like a person on LSD walking down a hallway--their perceptions are distorted and it's like a nightmare hallway that never ends. it's darker and sloppy Over dark not impressed DARK DISGUST COLOR DARK DISGUST COLOR DARK DISGUST COLOR,3
paul-reed_18-l-1965.jpg,happiness,MAX,looks like colorful ice pops paint little collapse paint little collapse looks like colorful ice pop paint little collapse The rainbow bring a lot of emotion The colors are bright and festive ITS VERY COLOURFUL,3
john-hoyland_28-5-66-1966.jpg,disgust,MIN,"Just a nice, peaceful painting, very restrained. This looks like a logo for a convenience store and is thus funny, not disgusting. looks like a door with something bright Very simple is a door",1
john-hoyland_28-5-66-1966.jpg,happiness,MIN,LOW FADE COLOR RED COLOR BACKGROUND AND,3
john-hoyland_28-5-66-1966.jpg,happiness,MAX,red with green color make me happy,3
alberto-magnelli_conversations-1958.jpg,disgust,MIN,"It is very clean and modern looking simplicity, design and picture SIMPLE FORM OF ART BUT HAS LOT OF MEANINGS It's very inviting and natural looking bold shapes and clean lines It does not have strong colors that have negative connotation. It's simple, with simple lines. LIKE SOME GEOMETRIC big shapes of light colors are peaceful",1
alberto-magnelli_conversations-1958.jpg,disgust,MAX,The brown thing reminds me of an intestinal blockage. Art piece looks so plain and bland and disgusting. The brown thing stuck in between some structure reminds me of constipation.,1
alberto-magnelli_conversations-1958.jpg,happiness,MIN,"That brown wedge is definitely trapped. LIKE A CHILD DRAWING Looks like a miserable sculpture in a sterile, corporate office building because of the geometric and lifeless shapes. LINE OF ART DOES NOT MAKE HAPPINESS dullness, color and design",3
alberto-magnelli_conversations-1958.jpg,happiness,MAX,"The three waves are colorful and exuberant. This might not seem like the happiest one, but I love modern architecture and I am shopping for a new house, so I have seen MANY homes online and I like the clean, new, modern ones the best. So this looks like one of those new, glass walls, open floor plan, geometric homes, and the mustard colored shape is like a 70s retro chair. simple color and shape choices",3
yves-gaucher_vert-brun-bleu-et-ochre-1974.jpg,disgust,MIN,"The four evenly-proportioned areas of solid color look clean and organized. color pattern design This is a balanced arrangement of nice colors.  It evokes peace. Just bands of pleasing colors. looks like grift wrap of strip pattern The green and blue look peaceful, not disgusted. LIKE A VECTOR BACKGROUND VECTOR LINE BACKGROUND The four bars seem to be at peace with each other, thus not evoking disgust. SIMPLE FORM OF ART WITH BRIGHT COLORS horizontal stripes are soothing just a colorful lines It is linear, clean and understandable.",1
yves-gaucher_vert-brun-bleu-et-ochre-1974.jpg,disgust,MAX,feel very dark The colors are too dark like cheap wrapping paper.,1
brice-marden_the-dylan-painting-1966(1).jpg,disgust,MIN,"black grey nothing simple without any design this black solid color piece is open to interpretation and seems more like sadness or emptiness than disgust nothing but single color looks like black chalkboard Looking like a board simple without any design monochrome, even, regular, still empty brown color art black color is main reason for least intensely",1
brice-marden_the-dylan-painting-1966(1).jpg,disgust,MAX,"feel very dark BLACK DESCRIBES NEGATIVITY- DISGUST IS NEGATIVE simple without any design This piece looks too somber to be anything but disgusting. A dark, blank screen often reminds me of the disgust someone feels, as if blocking everything out. The blank gray screen can symbolize a mind that is deadened in disgust. Like a mind shut down in disgust. The absence of any attractive design and the usage of black color feel very dark",1
brice-marden_the-dylan-painting-1966(1).jpg,sadness,MIN,"grey, solid, regularly shaped looks like a blank chalkboard empty dark back ground single color and bland",4
brice-marden_the-dylan-painting-1966(1).jpg,sadness,MAX,dull color and lack of design empty black color make me sad feel very dark The solid black block reminds me of nothingness and lack of hope. darkness and appearance feel very dark feel very dark feel very dark darkness and appearance,4
edward-avedisian_untitled-033-1970.jpg,disgust,MIN,Kind of looks like a multi layer sanwhich and good enough to eat.,1
edward-avedisian_untitled-033-1970.jpg,disgust,MAX,The intrusive sticks remind me of a penis engaged in rape. sandwich with problems do not like the colors and thecrossing out makes methink the artist was not pleased looks like an unhealthy sandwich Everything is falling on top of each other. LOW DENSITY COLOR hamburger that has gone bad gross hamburger and fries Those white lines look likethey were scratched onto the canvas by a disgusted art viewer. paint little collapse paint little collapse looks like smeared and contaminated donuts The gray sticks seem to be in conflict with the shapes on the right. ALL THE COLOR ARE MERGE TOGETHER,1
edward-avedisian_untitled-033-1970.jpg,fear,MIN,"The orange and green background remind me of a peaceful night sky in an alien planet. THIS FORM OF ART MAKE ME LESS FEAR it looks like a sandwich looks like a stack of donuts Looks like a gourmet, stacked sandwich in a gastropub with a side of jicama fries (those white things on the left). looks like colorful donuts looks like a stack of colorful donuts MERGERS OF BASIC COLORS MAKE LESS FEAR",2
edward-avedisian_untitled-033-1970.jpg,fear,MAX,The dark background makes me wonder what is back there. paint little collapse the blocked colors and chaos seem wild and unhinged paint little collapse paint little collapse,2
joseph-marioni_untitled-yellow-painting-1971.jpg,disgust,MIN,"All one color, doesn't portray much of anything simple color choices and ver mild color transition solid and the color is nice It's bright yellow. Associated with the sun, egg yolks, gold, etc. Not disgusting. SMOOTH YELLOW BACK SIMPLY PLAIN BACKGROUND bright yello, seems sunshiney SMOOTH YELLOW BACK simple without any design The blank yellow screen evokes peace and acceptance with the cosomos. simple without any design the pleasing contrast of the yellow hues create an inner calmness aspect very simple and boring SMOOTH YELLOW BACK The orange and yellow look like rays of sunlight. simple without any design",1
joseph-marioni_untitled-yellow-painting-1971.jpg,disgust,MAX,feel very dark Small color variation elicits confusion. urine gross vulgar,1
joseph-marioni_untitled-yellow-painting-1971.jpg,happiness,MIN,simple without any design yellow color make me less happiness The composition is lifeless and evokes no emotion bland and too uniform dullness and absence of design,3
joseph-marioni_untitled-yellow-painting-1971.jpg,happiness,MAX,feel very dark SMOOTH YELLOW BACK feel very dark it has bright color reminds of the morning sun BRIGHT COLOR MAKE ME MOST HAPPY feel very dark,3
gustave-singier_collines-1954.jpg,disgust,MIN,"bright color so better feel calming, looks like the dessert/grand canyon Autumn color palette Looks like a beautiful beach at sunset, nothing disgusting. The red and orange look like trees in the fall.",1
gustave-singier_collines-1954.jpg,disgust,MAX,strange red and orange colors good colours hardwork too harsh colors could interpret as bloody scars expressive mystical art,1
gustave-singier_collines-1954.jpg,happiness,MIN,"All that orange evokes unease, anger, not happiness. The deep orange reminds me of simmering rage. bright color so better feel",3
gustave-singier_collines-1954.jpg,happiness,MAX,LIKE A MODERN ART LIKE A MODERN ART AND FEEL LIKE MOUNTAINS IN ROW remins me of a balding man LIKE A MODERN ART LIKE A MODERN ART LIKE A MODERN ART beautiful and attractive design and color,3
paul-klee_highway-and-byways-1929(1).jpg,disgust,MIN,"bright, even, colorful Reminds me of a nice road into a pretty city, nothing disgusting. It looks like a different colored tiles on the floor has some kind of art in it calming color scheme and repetitive forms a colorful design gives pleasure Looks like a colorful path in a pretty mosaic.  Hope, not disgust. as if layout of the city, with different colors",1
paul-klee_highway-and-byways-1929(1).jpg,disgust,MAX,The line pattern is jagged and with no symetry. gives confusing things,1
paul-klee_highway-and-byways-1929(1).jpg,happiness,MIN,boring and uninspired looks like a covering composed of cheap patches,3
paul-klee_highway-and-byways-1929(1).jpg,happiness,MAX,The blue and oranges are cheery The shape of the squares looks like a yellow brick road. color combination gives us pleasure,3
agnes-martin_the-peach-1964.jpg,disgust,MIN,very simple and bland Boring image that is little more than simple lines. the whiteness attracts the eye to a gentle sheen and purity simple without any design it's very plain there is so little in the image that there is nothing to be disgusted by this painting is so simple that it doesn't evoke much emotional reaction at all the grid and lightness make the painting peaceful and opposite to disgusted feelings simple without any design,1
agnes-martin_the-peach-1964.jpg,disgust,MAX,"There was no color and drawing its very low effort with distinguishing charracteristics or even different shades of color that can be made out easily Image 3 evokes the most disgust because it reminds me of a kind of grimey bathroom floor of a gas station. This is like a screened in window that looks out on nothing. Seems like a deserted apartment/someone living in poverty, and that disgusts me to think of income inequality.",1
john-ferren_lutte-as-ciel-1937.jpg,disgust,MIN,"coloring of the drawing looks bright alone bright color so better feel bright color so better feel Good color combination bright color so better feel clownish funny party Modern feeling that gets attention in a good way. bright happy artsy very bright, interesting shapes",1
john-ferren_lutte-as-ciel-1937.jpg,disgust,MAX,it's pretty abstract It looks like a bloody deformed head. 3D FORM OF AN ART,1
john-ferren_lutte-as-ciel-1937.jpg,happiness,MAX,"The colors are bright and aggressive LIKE A MODERN ART beautiful and attractive design and color reminds of recreation Reminds me of a new rollercoaster with the twists and turns--very exciting and happy, as long as the line to ride it isn't 2 hours long. LIKE A MODERN ART Very clean effect and the colors look like bright fruit. LIKE A MODERN ART This looks like a bright sunset reflected on a glass sculpture MIXTURE OF MULTI COLOR ART MAKE ME HAPPY FEELINGS beautiful and attractive design and color LIKE A MODERN ART The clean lines make me happy beautiful and attractive design and color LIKE A MODERN ART celebration joy funny LIKE A MODERN ART beautiful and attractive design and color",3
afro_il-pendolo-1963.jpg,disgust,MIN,bright color so better feel,1
afro_il-pendolo-1963.jpg,disgust,MAX,The elements seem to be fighting each other as if disgusted. paint little collapse Art looks like a no care attitude was doing the art work. dark green color make me most intensely,1
afro_il-pendolo-1963.jpg,fear,MIN,"something is comforting about this colorful and a family design, appearance and presentation bright color so better feel",2
afro_il-pendolo-1963.jpg,fear,MAX,paint little collapse The randomness of the brushstrokes convey a sense of panic paint little collapse,2
conrad-marca-relli_trial-1956.jpg,disgust,MIN,Two simple colors and the pattern is simple. It looks like a gathering of people I CANT UNDERSTAND THE MEANINGS,1
conrad-marca-relli_trial-1956.jpg,disgust,MAX,"reminds me of bones like a petri dish, bacterial cells evokes sense or chaos/disorder, distrubing as if a hollow structure underground with too complicated holes and tunnels These look like slaves being subjugated or prisoners in a concentration camp. The most disgusting of all atrocities. The black and white colors.",1
conrad-marca-relli_trial-1956.jpg,sadness,MIN,fusion of colors make me less sad geometric pattern of colors make me less happy parts appear isolated and lonely looks like modern art,4
conrad-marca-relli_trial-1956.jpg,sadness,MAX,The painting feels like a really crowded room. SAW SOME  FACES aspect like lot of beggar in there,4
willi-baumeister_owambo-1948.jpg,disgust,MIN,BRIGHT COLOR MAKE ME LEAST evokes The image has an artisitic value. It is appealing and there is no space for disgust.,1
willi-baumeister_owambo-1948.jpg,disgust,MAX,"dull color and not clear message looks ill intentioned it is unorganized and messy The red shape in the top right hand corner seems at odds with the rest of the canvas. CLASSICAL COLLECTION HAVE DISGUST FIGURE None of these are really disgusting, but the last one could be some kind of Egyptian hieroglyphic instructions on embalming techniques...like, pull out the organs and put them in canopic jars...so you'd have to really use your imagination to find this disgusting.",1
willi-baumeister_owambo-1948.jpg,fear,MIN,"the shapes are like artifacts displayed for their beauty These are like Egyptian hieroglyphs or some ancient civilization's imagery on a wall, discovered by an archaeologist. More of a curiosity and not scary at all.",2
willi-baumeister_owambo-1948.jpg,fear,MAX,there is some confusion in this art which is very scary SOME FIGURES ARE THERE,2
bernard-cohen_fall-1964.jpg,disgust,MIN,reminds me of a nice city or park (although it is on it's side) nice blended pastel tones the floor-level view of Christmas gifts under the tree,1
bernard-cohen_fall-1964.jpg,disgust,MAX,a diagonal cityscape full of pollution Looks like God decided to slide this city off the face of the earth in disgust. looks like God decided to get rid of a city by sliding it off the face of the earth. half of the picture has no design The extreme angle reminds me of someone clearing off a plate of disgusting spoiled food. inventive design art,1
bernard-cohen_fall-1964.jpg,happiness,MIN,"The colors are not bright at all and are kind of gray which is associated with sadness, and one color dominates. the tilted objects are like your home after a tornado Looks like a city sliding off the surface of the planet. Looks like a plate of bad food sliding toward the garbage bin. too cluttered and lack of organized theme and colors",3
bernard-cohen_fall-1964.jpg,happiness,MAX,Bright colors and lots of movement beautiful scenery like design LIKE A MODERN ART beautiful and attractive scenery LIKE A CLASSICAL ART beautiful and attractive design and color LIKE A MODERN ART,3
roger-de-la-fresnaye_smoking-in-the-shelter-1918.jpg,disgust,MIN,The brown shape in the center reminds me of a lovely pregnant woman.,1
roger-de-la-fresnaye_smoking-in-the-shelter-1918.jpg,disgust,MAX,"It looks like an obscene picture Looking human organs the strange shapes gross mutated skin The brown shapes look like someone's guts leaking out all over the canvas. Some of the abstractions almost resemble body parts, the flesh colored tones and black lines BLACK  AND DARK SHADOW",1
roger-de-la-fresnaye_smoking-in-the-shelter-1918.jpg,happiness,MIN,combination of orange and green color make me less happiness The blocky angular features seem sharp Looks like body parts black color of this art form make me unhappy,3
roger-de-la-fresnaye_smoking-in-the-shelter-1918.jpg,happiness,MAX,beautiful and attractive design and color LIKE A MODERN ART the bright colors make me happy LIKE A MODERN ART beautiful and attractive design and color LIKE A MODERN ART,3
jean-messagier_juillet-antennese-1962.jpg,disgust,MIN,"Looks like an Easter Egg and therefore happy. The colors are bright and do not evoke disgust it feels alive, I am comforted by the smooth brush strokes bright colours, nice lines",1
jean-messagier_juillet-antennese-1962.jpg,disgust,MAX,"blurred intestines clustered painting very collapse THE COLOR AND SHAPE Paint is all mixed like someone put it on there angrily. The curves seem busy, disturbed. I felt that way because it reminds me of vomit. LOW DENSITY COLOR The colors seem messy, as if they were applied by someone in disgust. The random brushstrokes are nauseous and random DARK DISGUST COLOR looks like hidden contour of mantis head SOME FIGURES ARE THERE",1
jean-messagier_juillet-antennese-1962.jpg,fear,MIN,I do not feel fear looking at all these pretty swirls. modern watercolor art the bright colors are more inviting than fearful,2
jean-messagier_juillet-antennese-1962.jpg,fear,MAX,"abstract, but almost facelike image is sinister THE IMAGE HAS SOME FEAR ABLE FIGURES looks like praying mantis in disguise I can make out a creepy face in the upper right corner The frantic composition suggests panic it has a strong sense of motion and vibrant colors, but is also chaotic The random brushstrokes evoke a sense of panic",2
